Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Rating,Rating color,Rating text,Votes,Cost Category,Primary Cuisine,Votes Normalized
7304307,Confeitaria Colombo,30,Rio de Janeiro,"Rua Goní_alves Dias, 32, Centro, Rio de Janeiro",Centro,"Centro, Rio de Janeiro",-43.178826,-22.905293,"desserts, cafe",100.0,Brazilian Real(R$),No,No,No,No,4,4.8,Dark Green,Excellent,29,low,desserts,0.0022872827081427266
7301215,Bibi,30,Rio de Janeiro,"Rua Santa Clara, 36, Copabana, Rio de Janeiro",Copacabana,"Copacabana, Rio de Janeiro",-43.18669167,-22.97207222,"juices, healthy food",60.0,Brazilian Real(R$),No,No,No,No,3,4.7,Dark Green,Excellent,24,low,juices,0.0018298261665141812
7300596,Cervantes,30,Rio de Janeiro,"Avenida Prado Junior, 335 B, Copacabana, Rio de Janeiro",Copacabana,"Copacabana, Rio de Janeiro",-43.17583333,-22.96216667,"beverages, bar food, fast food",90.0,Brazilian Real(R$),No,No,No,No,3,4.5,Dark Green,Excellent,29,low,beverages,0.0022872827081427266
7300612,Amir,30,Rio de Janeiro,"Rua Ronald de Carvalho, 55, Copacabana, Rio de Janeiro",Copacabana,"Copacabana, Rio de Janeiro",-43.176,-22.96516667,lebanese,170.0,Brazilian Real(R$),No,No,No,No,4,4.2,Green,Very Good,11,low,lebanese,0.0006404391582799634
7300704,TT Burger,30,Rio de Janeiro,"Galeria River, Rua Francisco Otaviano, 67, Copacabana, Rio de Janeiro","Galeria River, Copacabana","Galeria River, Copacabana, Rio de Janeiro",-43.191,-22.98683333,burger,60.0,Brazilian Real(R$),No,No,No,No,3,4.8,Dark Green,Excellent,19,low,burger,0.0013723696248856359
7300955,Braseiro da Gíçvea,30,Rio de Janeiro,"Praí_a Santos Dumont, 116, Gíçvea, Rio de Janeiro",Gíçvea,"Gíçvea, Rio de Janeiro",-43.227042,-22.973507,"brazilian, bar food",100.0,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent,40,low,brazilian,0.003293687099725526
7300521,Balada Mix,30,Rio de Janeiro,"Rua Aní_bal de Mendoní_a, 37, Ipanema, Rio de Janeiro",Ipanema,"Ipanema, Rio de Janeiro",-43.211425,-22.98520833,"brazilian, healthy food, juices, pizza",90.0,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,21,low,brazilian,0.001555352241537054
7300515,Garota de Ipanema,30,Rio de Janeiro,"Rua Vinicius de Moraes, 49, Ipanema, Rio de Janeiro",Ipanema,"Ipanema, Rio de Janeiro",-43.203,-22.98533333,"brazilian, bar food",120.0,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent,49,low,brazilian,0.004117108874656907
7300483,Zazíç BistríÇ Tropical,30,Rio de Janeiro,"Rua Joana Angí©lica, 40, Ipanema, Rio de Janeiro",Ipanema,"Ipanema, Rio de Janeiro",-43.20520833,-22.98531944,brazilian,170.0,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent,21,low,brazilian,0.001555352241537054
7301064,Filí© de Ouro,30,Rio de Janeiro,"Rua Jardim Botí¢nico, 731, Jardim Botí¢nico, Lagoa, Rio de Janeiro",Lagoa,"Lagoa, Rio de Janeiro",-43.219563,-22.966647,brazilian,90.0,Brazilian Real(R$),No,No,No,No,3,4.3,Green,Very Good,14,low,brazilian,0.0009149130832570906
7304312,D.O.C Ristorante,30,Rio de Janeiro,"Le Monde, Bloco 3, Lojas A/B, Avenida das Amí©ricas, 3500, Barra da Tijuca, Rio de Janeiro","Le Monde, Barra da Tijuca","Le Monde, Barra da Tijuca, Rio de Janeiro",-43.34879167,-22.99991111,italian,150.0,Brazilian Real(R$),No,No,No,No,4,4.0,Green,Very Good,5,low,italian,9.149130832570906e-05
7300004,Sushi Leblon,30,Rio de Janeiro,"Rua Dias Ferreira, 256, Leblon, Rio de Janeiro",Leblon,"Leblon, Rio de Janeiro",-43.227,-22.98416667,japanese,250.0,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent,25,low,japanese,0.0019213174748398901
7300868,Talho Capixaba,30,Rio de Janeiro,"Avenida Ataulfo de Paiva, 1022, Lojas A e B, Leblon, Rio de Janeiro",Leblon,"Leblon, Rio de Janeiro",-43.22566667,-22.98516667,"bakery, sandwich, brazilian",120.0,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,13,low,bakery,0.0008234217749313815
7302637,Leme Light,30,Rio de Janeiro,"Rua Gustavo Sampaio, 798, Leme, Rio de Janeiro",Leme,"Leme, Rio de Janeiro",-43.17279167,-22.963925,brazilian,40.0,Brazilian Real(R$),No,No,No,No,2,4.2,Green,Very Good,7,low,brazilian,0.0002744739249771272
7302140,Shirley,30,Rio de Janeiro,"Rua Gustavo Sampaio, 610, Leme, Rio de Janeiro",Leme,"Leme, Rio de Janeiro",-43.17126389,-22.96337222,"brazilian, seafood",250.0,Brazilian Real(R$),No,No,No,No,4,4.2,Green,Very Good,8,low,brazilian,0.00036596523330283625
7302898,Aprazí_vel,30,Rio de Janeiro,"Rua Aprazí_vel, 62, Santa Teresa, Rio de Janeiro",Santa Teresa,"Santa Teresa, Rio de Janeiro",-43.18736944,-22.92481389,brazilian,300.0,Brazilian Real(R$),No,No,No,No,4,4.7,Dark Green,Excellent,44,medium,brazilian,0.0036596523330283625
7302859,Aconchego Carioca,30,Rio de Janeiro,"Rua Barí£o de Iguatemi, 379, Tijuca, Rio de Janeiro",Tijuca,"Tijuca, Rio de Janeiro",-43.21551111,-22.91370833,"brazilian, bar food",85.0,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,24,low,brazilian,0.0018298261665141812
7301700,Garota de Ipanema,30,Rio de Janeiro,"Avenida Joí£o Alves, 56, Urca, Rio de Janeiro",Urca,"Urca, Rio de Janeiro",-43.16266667,-22.94783333,"brazilian, bar food",80.0,Brazilian Real(R$),No,No,No,No,3,4.3,Green,Very Good,10,low,brazilian,0.0005489478499542544
6706313,Cantina Famiglia Mancini,30,Sí£o Paulo,"Rua Avanhandava, 81, Bela Vista, Sí£o Paulo 10000","Bela Vista, Centro","Bela Vista, Centro, Sí£o Paulo",-46.64516667,-23.55066667,"italian, pizza",250.0,Brazilian Real(R$),No,No,No,No,4,4.5,Dark Green,Excellent,49,low,italian,0.004117108874656907
6704326,Templo da Carne - Marcos Bassi,30,Sí£o Paulo,"Rua Treze de Maio, 668, Bela Vista, Sí£o Paulo 01327000","Bela Vista, Centro","Bela Vista, Centro, Sí£o Paulo",-46.64633333,-23.559,"steak, bbq",250.0,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,17,low,steak,0.0011893870082342176
6711179,Gopala Hari,30,Sí£o Paulo,"Rua Antonio Carlos, 429, Consolaí_í£o, Sí£o Paulo",Consolaí_í£o,"Consolaí_í£o, Sí£o Paulo",-46.65866667,-23.55616667,indian,70.0,Brazilian Real(R$),No,No,No,No,3,3.1,Orange,Average,5,low,indian,9.149130832570906e-05
6702797,Jiquitaia,30,Sí£o Paulo,"Rua AntíÇnio Carlos, 268, Consolaí_í£o, Sí£o Paulo",Consolaí_í£o,"Consolaí_í£o, Sí£o Paulo",-46.657523,-23.55671,brazilian,100.0,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,15,low,brazilian,0.0010064043915827996
6700475,Skye - Hotel Unique,30,Sí£o Paulo,"Hotel Unique, Avenida Brigadeiro Luí_s AntíÇnio, 4700, Jardim Paulista, Sí£o Paulo","Hotel Unique, Jardim Paulista","Hotel Unique, Jardim Paulista, Sí£o Paulo",-46.666851,-23.581688,"beverages, international",300.0,Brazilian Real(R$),No,No,No,No,4,4.8,Dark Green,Excellent,59,medium,beverages,0.005032021957913998
6713413,Les 3 Brasseurs,30,Sí£o Paulo,"Rua Jesuí_no Arruda, 470, Itaim Bibi, Sí£o Paulo",Itaim Bibi,"Itaim Bibi, Sí£o Paulo",-46.67511,-23.582135,"french, brazilian, beverages",120.0,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent,30,low,french,0.0023787740164684353
6714340,Red Steak & Burger,30,Sí£o Paulo,"Rua Tabapuí£, 1417, Itaim Bibi, Sí£o Paulo",Itaim Bibi,"Itaim Bibi, Sí£o Paulo",-46.683888,-23.585324,"brazilian, grill",75.0,Brazilian Real(R$),No,No,No,No,3,3.9,Yellow,Good,5,low,brazilian,9.149130832570906e-05
6700402,Paris 6 Classique,30,Sí£o Paulo,"Rua Haddock Lobo, 1240, Cerqueira Cí©sar, Jardim Paulista, Sí£o Paulo",Jardim Paulista,"Jardim Paulista, Sí£o Paulo",-46.666041,-23.561568,french,200.0,Brazilian Real(R$),No,No,No,No,4,3.4,Orange,Average,73,low,french,0.006312900274473925
6700846,Kawa Sushi,30,Sí£o Paulo,"Alameda Lorena, 300, Jardim Paulista, Sí£o Paulo",Jardim Paulista,"Jardim Paulista, Sí£o Paulo",-46.657418,-23.571638,"sushi, japanese",120.0,Brazilian Real(R$),No,No,No,No,4,3.5,Yellow,Good,9,low,sushi,0.0004574565416285453
6702159,A Figueira Rubaiyat,30,Sí£o Paulo,"Rua Haddock Lobo, 1738, Cerqueira Cí©sar, Jardim Paulista, Sí£o Paulo 10000",Jardim Paulista,"Jardim Paulista, Sí£o Paulo",-46.66983333,-23.5655,"bbq, grill, brazilian",300.0,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,39,medium,bbq,0.003202195791399817
6711666,Kinoshita,30,Sí£o Paulo,"Rua Jacques Fí©lix, 405, Vila Nova Conceií_í£o, Moema, Sí£o Paulo",Moema,"Moema, Sí£o Paulo",-46.67133333,-23.59233333,sushi,230.0,Brazilian Real(R$),No,No,No,No,4,3.9,Yellow,Good,12,low,sushi,0.0007319304666056725
6701257,Meats,30,Sí£o Paulo,"Rua dos Pinheiros, 320, Pinheiros, Sí£o Paulo",Pinheiros,"Pinheiros, Sí£o Paulo",-46.68133333,-23.56483333,"gourmet fast food, burger",120.0,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,68,low,gourmet fast food,0.00585544373284538
6706211,Paribar,30,Sí£o Paulo,"Praí_a Dom Josí© Gaspar, 42, Repí_blica, Sí£o Paulo 10000",Repí_blica,"Repí_blica, Sí£o Paulo",-46.64159444,-23.54664167,"brazilian, italian",150.0,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,46,low,brazilian,0.0038426349496797803
6705858,Terraí_o Itíçlia,30,Sí£o Paulo,"Edifí_cio Itíçlia - 41Á Andar, Avenida Ipiranga, 344, Repí_blica, Sí£o Paulo",Repí_blica,"Repí_blica, Sí£o Paulo",-46.643425,-23.545163,italian,400.0,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,37,medium,italian,0.003019213174748399
6709580,Esquina Mocotí_,30,Sí£o Paulo,"Avenida Nossa Senhora do Loreto, 1104, Vila Medeiros, Vila Maria, Sí£o Paulo",Vila Maria,"Vila Maria, Sí£o Paulo",-46.581672,-23.486535,"brazilian, north eastern",100.0,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,22,low,brazilian,0.001646843549862763
6703176,Veloso,30,Sí£o Paulo,"Rua Conceií_í£o Veloso, 56, Vila Mariana, Sí£o Paulo",Vila Mariana,"Vila Mariana, Sí£o Paulo",-46.63566667,-23.58516667,"brazilian, bar food, beverages",70.0,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,58,low,brazilian,0.004940530649588289
6713772,Sainte Marie Gastronomia,30,Sí£o Paulo,"Rua Dom Joí£o Batista da Costa, 70, Vila SíÇnia, Sí£o Paulo",Vila SíÇnia,"Vila SíÇnia, Sí£o Paulo",-46.746958,-23.609207,"lebanese, arabian",120.0,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,11,low,lebanese,0.0006404391582799634
17284404,Austin's BBQ and Oyster Bar,216,Albany,"2820 Meredyth Dr, Albany, GA 31707",Albany,"Albany, Albany",-84.221535,31.610387,"bbq, burger, seafood",25.0,Dollar($),No,No,No,No,2,3.3,Orange,Average,35,low,bbq,0.002836230558096981
17284203,BJ's Country Buffet,216,Albany,"2401 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.207095,31.608743,"american, bbq",10.0,Dollar($),No,No,No,No,1,3.3,Orange,Average,25,low,american,0.0019213174748398901
17284302,El Vaquero Mexican Restaurant,216,Albany,"2700 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.2194,31.6158,mexican,0.0,Dollar($),No,No,No,No,1,3.4,Orange,Average,45,low,mexican,0.003751143641354071
17284397,Elements Coffee Co - Northwest,216,Albany,"2726 Ledo Rd Ste 10, Albany, GA 31707",Albany,"Albany, Albany",-84.206944,31.622412,"coffee and tea, sandwich",10.0,Dollar($),No,No,No,No,1,3.4,Orange,Average,26,low,coffee and tea,0.0020128087831655993
